,Season,Crop,Temperature,humidity,soil moisture, area,Production
949,Kharif     ,Moong(Green Gram),36.0,41.0,50.0,597.0,187.0
950,Kharif     ,Onion,37.0,42.0,55.0,598.0,10027.0
951,Kharif     ,Rice,36.0,40.0,54.0,288638.0,783941.0
952,Kharif     ,Sesamum,34.0,45.0,52.0,2037.0,568.0
953,Kharif     ,Soyabean,34.0,55.0,62.0,221.0,225.0
954,Kharif     ,Urad,35.0,50.0,59.0,1104.0,531.0
955,Rabi       ,Arhar/Tur,25.0,55.0,55.0,331.0,244.0
956,Rabi       ,Bajra,36.0,35.0,45.0,40.0,38.0
957,Rabi       ,Dry chillies,37.0,40.0,46.0,1045.0,3121.0
958,Rabi       ,Gram,36.0,41.0,50.0,11684.0,18099.0
959,Rabi       ,Groundnut,37.0,42.0,55.0,3690.0,8310.0
960,Rabi       ,Jowar,36.0,40.0,54.0,723.0,4168.0
961,Rabi       ,Maize,34.0,45.0,52.0,34010.0,280276.0
962,Rabi       ,Moong(Green Gram),34.0,55.0,62.0,1451.0,991.0
963,Rabi       ,Onion,35.0,50.0,59.0,566.0,7493.0
964,Rabi       ,Rapeseed &Mustard,25.0,55.0,55.0,743.0,46.0
965,Rabi       ,Rice,36.0,35.0,45.0,28933.0,100947.0
966,Rabi       ,Sesamum,37.0,40.0,46.0,83.0,16.0
967,Rabi       ,Urad,36.0,41.0,50.0,118159.0,111424.0
968,Whole Year ,Banana,37.0,42.0,55.0,5653.0,173479.0
969,Whole Year ,Cashewnut,36.0,40.0,54.0,159.0,42.0
970,Whole Year ,Coconut ,34.0,45.0,52.0,213.0,2747097.0
971,Whole Year ,Sugarcane,34.0,55.0,62.0,1721.0,135923.0
972,Whole Year ,Sunflower,35.0,50.0,59.0,47.0,38.0
973,Whole Year ,Sweet potato,25.0,55.0,55.0,11.0,118.0
974,Whole Year ,Tobacco,36.0,35.0,45.0,2541.0,5377.0
975,Whole Year ,Turmeric,37.0,40.0,46.0,5359.0,32047.0
976,Kharif     ,Arhar/Tur,36.0,41.0,50.0,21000.0,19000.0
977,Kharif     ,Castor seed,37.0,42.0,55.0,2000.0,1000.0
978,Kharif     ,Cotton(lint),36.0,40.0,54.0,150000.0,689000.0
979,Kharif     ,Dry chillies,34.0,45.0,52.0,63000.0,312000.0
980,Kharif     ,Maize,34.0,55.0,62.0,1000.0,3000.0
981,Kharif     ,Moong(Green Gram),35.0,50.0,59.0,3000.0,1000.0
982,Kharif     ,Onion,25.0,55.0,55.0,1000.0,18000.0
983,Kharif     ,Rice,36.0,35.0,45.0,283000.0,976000.0
984,Kharif     ,Sesamum,37.0,40.0,46.0,2000.0,1000.0
985,Kharif     ,Urad,36.0,41.0,50.0,1000.0,1000.0
986,Rabi       ,Dry chillies,37.0,42.0,55.0,1000.0,3000.0
987,Rabi       ,Gram,36.0,40.0,54.0,15000.0,25000.0
988,Rabi       ,Groundnut,34.0,45.0,52.0,7000.0,9000.0
989,Rabi       ,Jowar,34.0,55.0,62.0,3000.0,15000.0
990,Rabi       ,Maize,35.0,50.0,59.0,58000.0,517000.0
991,Rabi       ,Moong(Green Gram),25.0,55.0,55.0,2000.0,1000.0
992,Rabi       ,Rice,36.0,35.0,45.0,24000.0,85000.0
993,Rabi       ,Urad,37.0,40.0,46.0,107000.0,31000.0
994,Whole Year ,Sugarcane,36.0,41.0,50.0,2000.0,117000.0
995,Whole Year ,Tobacco,37.0,42.0,55.0,2000.0,5000.0
996,Kharif     ,Arhar/Tur,36.0,40.0,54.0,18935.0,21832.0
997,Kharif     ,Castor seed,34.0,45.0,52.0,2106.0,1497.0
998,Kharif     ,Cotton(lint),34.0,55.0,62.0,166289.0,643636.0
999,Kharif     ,Dry chillies,35.0,50.0,59.0,61236.0,305935.0
1000,Kharif     ,Groundnut,25.0,55.0,55.0,292.0,350.0
1001,Kharif     ,Maize,36.0,35.0,45.0,784.0,2522.0
1002,Kharif     ,Mesta,37.0,40.0,46.0,12.0,95.0
1003,Kharif     ,Moong(Green Gram),36.0,41.0,50.0,183.0,55.0
1004,Kharif     ,Onion,37.0,42.0,55.0,639.0,10738.0
1005,Kharif     ,Rice,36.0,40.0,54.0,281491.0,959321.0
1006,Kharif     ,Sesamum,34.0,45.0,52.0,501.0,180.0
1007,Kharif     ,Urad,34.0,55.0,62.0,222.0,71.0
1008,Rabi       ,Arhar/Tur,35.0,50.0,59.0,132.0,152.0
1009,Rabi       ,Dry chillies,25.0,55.0,55.0,2392.0,8444.0
1010,Rabi       ,Gram,36.0,35.0,45.0,12603.0,26025.0
1011,Rabi       ,Groundnut,37.0,40.0,46.0,4950.0,12251.0
1012,Rabi       ,Jowar,36.0,41.0,50.0,5108.0,35633.0
1013,Rabi       ,Maize,37.0,42.0,55.0,95547.0,950884.0
1014,Rabi       ,Moong(Green Gram),36.0,40.0,54.0,3925.0,2390.0
1015,Rabi       ,Onion,34.0,45.0,52.0,84.0,1682.0
1016,Rabi       ,Rapeseed &Mustard,34.0,55.0,62.0,707.0,16.0
1017,Rabi       ,Rice,35.0,50.0,59.0,51358.0,187662.0
1018,Rabi       ,Sesamum,25.0,55.0,55.0,35.0,6.0
1019,Rabi       ,Urad,36.0,35.0,45.0,40024.0,22373.0
1020,Whole Year ,Banana,37.0,40.0,46.0,5519.0,174969.0
1021,Whole Year ,Cashewnut,36.0,41.0,50.0,156.0,45.0
1022,Whole Year ,Coconut ,37.0,42.0,55.0,157.0,1435126.0
1023,Whole Year ,Sugarcane,36.0,40.0,54.0,762.0,57402.0
1024,Whole Year ,Sunflower,34.0,45.0,52.0,100.0,101.0
1025,Whole Year ,Sweet potato,34.0,55.0,62.0,21.0,286.0
1026,Whole Year ,Tobacco,35.0,50.0,59.0,6246.0,15890.0
1027,Whole Year ,Turmeric,25.0,55.0,55.0,4394.0,30354.0
1028,Kharif     ,Arhar/Tur,36.0,35.0,45.0,31140.0,28680.0
1029,Kharif     ,Bajra,37.0,40.0,46.0,315.0,557.0
1030,Kharif     ,Castor seed,36.0,41.0,50.0,762.0,895.0
1031,Kharif     ,Cotton(lint),37.0,42.0,55.0,151490.0,524868.0
1032,Kharif     ,Dry chillies,36.0,40.0,54.0,61837.0,341340.0
1033,Kharif     ,Groundnut,34.0,45.0,52.0,256.0,284.0
1034,Kharif     ,Jowar,34.0,55.0,62.0,180.0,212.0
1035,Kharif     ,Maize,35.0,50.0,59.0,530.0,1912.0
1036,Kharif     ,Moong(Green Gram),25.0,55.0,55.0,1135.0,20.0
1037,Kharif     ,Onion,36.0,35.0,45.0,723.0,11708.0
1038,Kharif     ,Rice,37.0,40.0,46.0,190526.0,683226.0
1039,Kharif     ,Sesamum,36.0,41.0,50.0,1951.0,1077.0
1040,Kharif     ,Urad,37.0,42.0,55.0,342.0,320.0
1041,Rabi       ,Arhar/Tur,36.0,40.0,54.0,2552.0,2350.0
1042,Rabi       ,Dry chillies,34.0,45.0,52.0,5101.0,20067.0
1043,Rabi       ,Gram,34.0,55.0,62.0,9439.0,12280.0
1044,Rabi       ,Groundnut,35.0,50.0,59.0,3588.0,9914.0
1045,Rabi       ,Horse-gram,25.0,55.0,55.0,78.0,49.0
1046,Rabi       ,Jowar,36.0,35.0,45.0,3449.0,20422.0
1047,Rabi       ,Maize,37.0,40.0,46.0,68798.0,529745.0
1048,Rabi       ,Moong(Green Gram),36.0,41.0,50.0,3683.0,2567.0
1049,Rabi       ,Onion,37.0,42.0,55.0,40.0,1068.0
1050,Rabi       ,Rapeseed &Mustard,36.0,40.0,54.0,595.0,15.0
1051,Rabi       ,Rice,34.0,45.0,52.0,112342.0,383423.0
1052,Rabi       ,Sesamum,34.0,55.0,62.0,15.0,3.0
1053,Rabi       ,Small millets,35.0,50.0,59.0,84.0,79.0
1054,Rabi       ,Urad,25.0,55.0,55.0,62373.0,35989.0
1055,Whole Year ,Banana,36.0,35.0,45.0,5177.0,122452.0
1056,Whole Year ,Cashewnut,37.0,40.0,46.0,166.0,49.0
1057,Whole Year ,Coconut ,36.0,41.0,50.0,136.0,1539810.0
1058,Whole Year ,Coriander,37.0,42.0,55.0,22.0,23.0
1059,Whole Year ,Sugarcane,36.0,40.0,54.0,409.0,41203.0
1060,Whole Year ,Sunflower,34.0,45.0,52.0,50.0,49.0
1061,Whole Year ,Sweet potato,34.0,55.0,62.0,15.0,193.0
1062,Whole Year ,Tobacco,35.0,50.0,59.0,9223.0,21059.0
1063,Whole Year ,Turmeric,25.0,55.0,55.0,4704.0,24301.0
1064,Kharif     ,Arhar/Tur,36.0,35.0,45.0,24084.0,27239.0
1065,Kharif     ,Bajra,37.0,40.0,46.0,1065.0,1984.0
1066,Kharif     ,Castor seed,36.0,41.0,50.0,1780.0,603.0
1067,Kharif     ,Cotton(lint),37.0,42.0,55.0,170158.0,402203.0
1068,Kharif     ,Dry chillies,36.0,40.0,54.0,61394.0,205424.0
1069,Kharif     ,Groundnut,34.0,45.0,52.0,357.0,442.0
1070,Kharif     ,Jowar,34.0,55.0,62.0,61.0,88.0
1071,Kharif     ,Maize,35.0,50.0,59.0,269.0,802.0
1072,Kharif     ,Mesta,25.0,55.0,55.0,52.0,465.0
1073,Kharif     ,Moong(Green Gram),36.0,35.0,45.0,14346.0,2166.0
1074,Kharif     ,Onion,37.0,40.0,46.0,619.0,12293.0
1075,Kharif     ,Rice,36.0,41.0,50.0,271072.0,649760.0
1076,Kharif     ,Sesamum,37.0,42.0,55.0,6130.0,736.0
1077,Kharif     ,Soyabean,36.0,40.0,54.0,6.0,12.0
1078,Kharif     ,Urad,34.0,45.0,52.0,277.0,14.0
1079,Rabi       ,Arhar/Tur,34.0,55.0,62.0,885.0,1001.0
1080,Rabi       ,Bajra,35.0,50.0,59.0,118.0,220.0
1081,Rabi       ,Dry chillies,25.0,55.0,55.0,3314.0,13677.0
1082,Rabi       ,Gram,36.0,35.0,45.0,9334.0,16521.0
1083,Rabi       ,Groundnut,37.0,40.0,46.0,4389.0,13092.0
1084,Rabi       ,Jowar,36.0,41.0,50.0,3940.0,23995.0
1085,Rabi       ,Linseed,37.0,42.0,55.0,137.0,32.0
1086,Rabi       ,Maize,36.0,40.0,54.0,80083.0,904377.0
1087,Rabi       ,Moong(Green Gram),34.0,45.0,52.0,7365.0,2975.0
1088,Rabi       ,Onion,34.0,55.0,62.0,268.0,1323.0
1089,Rabi       ,Rapeseed &Mustard,35.0,50.0,59.0,761.0,1845.0
1090,Rabi       ,Rice,25.0,55.0,55.0,58393.0,201806.0
1091,Rabi       ,Sesamum,36.0,35.0,45.0,621.0,142.0
1092,Rabi       ,Urad,37.0,40.0,46.0,69752.0,38922.0
1093,Rabi       ,Wheat,36.0,41.0,50.0,43.0,56.0
1094,Whole Year ,Banana,37.0,42.0,55.0,5045.0,151597.0
1095,Whole Year ,Cashewnut,36.0,40.0,54.0,162.0,39.0
1096,Whole Year ,Coriander,34.0,45.0,52.0,25.0,17.0
1097,Whole Year ,Sugarcane,34.0,55.0,62.0,908.0,77430.0
1098,Whole Year ,Sunflower,35.0,50.0,59.0,24.0,30.0
1099,Whole Year ,Sweet potato,25.0,55.0,55.0,14.0,179.0
1100,Whole Year ,Tobacco,36.0,35.0,45.0,4116.0,10729.0
1101,Whole Year ,Turmeric,37.0,40.0,46.0,5413.0,35027.0
1102,Kharif     ,Arhar/Tur,36.0,41.0,50.0,16678.0,16745.0
1103,Kharif     ,Bajra,37.0,42.0,55.0,12.0,21.0
1104,Kharif     ,Castor seed,36.0,40.0,54.0,1789.0,2596.0
1105,Kharif     ,Cotton(lint),34.0,45.0,52.0,162714.0,346485.0
1106,Kharif     ,Dry chillies,34.0,55.0,62.0,74418.0,319402.0
1107,Kharif     ,Groundnut,35.0,50.0,59.0,341.0,477.0
1108,Kharif     ,Maize,25.0,55.0,55.0,792.0,2922.0
1109,Kharif     ,Moong(Green Gram),36.0,35.0,45.0,919.0,35.0
1110,Kharif     ,Onion,37.0,40.0,46.0,959.0,13821.0
1111,Kharif     ,other oilseeds,36.0,41.0,50.0,7.0,149.0
1112,Kharif     ,Rice,37.0,42.0,55.0,281790.0,1080921.0
1113,Kharif     ,Sesamum,36.0,40.0,54.0,2532.0,1152.0
1114,Kharif     ,Soyabean,34.0,45.0,52.0,5.0,8.0
1115,Kharif     ,Urad,34.0,55.0,62.0,172.0,189.0
1116,Rabi       ,Arhar/Tur,35.0,50.0,59.0,401.0,403.0
1117,Rabi       ,Dry chillies,25.0,55.0,55.0,1706.0,7431.0
1118,Rabi       ,Gram,36.0,35.0,45.0,11693.0,23854.0
1119,Rabi       ,Groundnut,37.0,40.0,46.0,4750.0,13775.0
1120,Rabi       ,Jowar,36.0,41.0,50.0,21061.0,125945.0
1121,Rabi       ,Maize,37.0,42.0,55.0,70965.0,627331.0
1122,Rabi       ,Moong(Green Gram),36.0,40.0,54.0,17266.0,15298.0
1123,Rabi       ,other oilseeds,34.0,45.0,52.0,5.0,8.0
1124,Rabi       ,Ragi,34.0,55.0,62.0,114.0,173.0
1125,Rabi       ,Rapeseed &Mustard,35.0,50.0,59.0,666.0,1572.0
1126,Rabi       ,Rice,25.0,55.0,55.0,11012.0,39060.0
1127,Rabi       ,Sesamum,36.0,35.0,45.0,1312.0,283.0
1128,Rabi       ,Urad,37.0,40.0,46.0,55286.0,60759.0
1129,Whole Year ,Banana,36.0,41.0,50.0,5595.0,216308.0
1130,Whole Year ,Cashewnut,37.0,42.0,55.0,162.0,42.0
1131,Whole Year ,Coconut ,36.0,40.0,54.0,125.0,1757728.0
1132,Whole Year ,Sugarcane,34.0,45.0,52.0,967.0,100572.0
1133,Whole Year ,Sunflower,34.0,55.0,62.0,1.0,1.0
1134,Whole Year ,Sweet potato,35.0,50.0,59.0,21.0,270.0
1135,Whole Year ,Tobacco,25.0,55.0,55.0,4487.0,14803.0
1136,Whole Year ,Turmeric,36.0,35.0,45.0,5593.0,43737.0
1137,Kharif     ,Arhar/Tur,37.0,40.0,46.0,13555.0,18787.0
1138,Kharif     ,Bajra,36.0,41.0,50.0,1882.0,3668.0
1139,Kharif     ,Brinjal,37.0,42.0,55.0,621.0,6424.0
1140,Kharif     ,Cabbage,36.0,40.0,54.0,47.0,1238.0
1141,Kharif     ,Cashewnut,34.0,45.0,52.0,154.0,42.0
1142,Kharif     ,Castor seed,34.0,55.0,62.0,1728.0,2825.0
1143,Kharif     ,Cotton(lint),35.0,50.0,59.0,187397.0,708802.0
1144,Kharif     ,Dry chillies,25.0,55.0,55.0,58609.0,255418.0
1145,Kharif     ,Groundnut,36.0,35.0,45.0,434.0,714.0
1146,Kharif     ,Jowar,37.0,40.0,46.0,295.0,782.0
1147,Kharif     ,Lemon,36.0,41.0,50.0,1910.0,35068.0
1148,Kharif     ,Maize,37.0,42.0,55.0,1103.0,4319.0
1149,Kharif     ,Mango,36.0,40.0,54.0,703.0,5422.0
1150,Kharif     ,Moong(Green Gram),34.0,45.0,52.0,2980.0,1299.0
1151,Kharif     ,Onion,34.0,55.0,62.0,679.0,12963.0
1152,Kharif     ,Papaya,35.0,50.0,59.0,322.0,35076.0
1153,Kharif     ,Rice,25.0,55.0,55.0,174699.0,607778.0
1154,Kharif     ,Sapota,36.0,35.0,45.0,1471.0,12933.0
1155,Kharif     ,Sesamum,37.0,40.0,46.0,1945.0,521.0
1156,Kharif     ,Soyabean,36.0,41.0,50.0,168.0,305.0
1157,Kharif     ,Sugarcane,37.0,42.0,55.0,573.0,53792.0
1158,Kharif     ,Tobacco,36.0,40.0,54.0,1378.0,4775.0
1159,Kharif     ,Tomato,34.0,45.0,52.0,783.0,27537.0
1160,Kharif     ,Turmeric,34.0,55.0,62.0,5013.0,32695.0
1161,Kharif     ,Urad,35.0,50.0,59.0,761.0,688.0
1162,Rabi       ,Arhar/Tur,25.0,55.0,55.0,1112.0,1541.0
1163,Rabi       ,Bajra,36.0,35.0,45.0,24.0,47.0
1164,Rabi       ,Brinjal,37.0,40.0,46.0,468.0,4841.0
1165,Rabi       ,Cabbage,36.0,41.0,50.0,28.0,737.0
1166,Rabi       ,Castor seed,37.0,42.0,55.0,1235.0,2019.0
1167,Rabi       ,Coriander,36.0,40.0,54.0,1.0,1.0
1168,Rabi       ,Cowpea(Lobia),34.0,45.0,52.0,14.0,13.0
1169,Rabi       ,Dry chillies,34.0,55.0,62.0,3267.0,13035.0
1170,Rabi       ,Gram,35.0,50.0,59.0,22669.0,42708.0
1171,Rabi       ,Groundnut,25.0,55.0,55.0,6774.0,13480.0
1172,Rabi       ,Jowar,36.0,35.0,45.0,27515.0,149544.0
1173,Rabi       ,Maize,37.0,40.0,46.0,82043.0,662579.0
1174,Rabi       ,Moong(Green Gram),36.0,41.0,50.0,18347.0,24750.0
1175,Rabi       ,Onion,37.0,42.0,55.0,11.0,101.0
1176,Rabi       ,Ragi,36.0,40.0,54.0,162.0,231.0
1177,Rabi       ,Rapeseed &Mustard,34.0,45.0,52.0,486.0,231.0
1178,Rabi       ,Rice,34.0,55.0,62.0,8362.0,29903.0
1179,Rabi       ,Sesamum,35.0,50.0,59.0,1863.0,490.0
1180,Rabi       ,Sunflower,25.0,55.0,55.0,299.0,289.0
1181,Rabi       ,Sweet potato,36.0,35.0,45.0,9.0,87.0
1182,Rabi       ,Tobacco,37.0,40.0,46.0,4598.0,14961.0
1183,Rabi       ,Tomato,36.0,41.0,50.0,788.0,7674.0
1184,Rabi       ,Urad,37.0,42.0,55.0,49775.0,53300.0
1185,Whole Year ,Coconut ,36.0,40.0,54.0,118.0,2016000.0
1186,Kharif     ,Arhar/Tur,34.0,45.0,52.0,13579.0,17096.0
1187,Kharif     ,Bajra,34.0,55.0,62.0,3323.0,5812.0
1188,Kharif     ,Brinjal,35.0,50.0,59.0,613.0,3954.0
1189,Kharif     ,Cabbage,25.0,55.0,55.0,45.0,845.0
1190,Kharif     ,Cashewnut,36.0,35.0,45.0,154.0,49.0
1191,Kharif     ,Castor seed,37.0,40.0,46.0,869.0,1223.0
1192,Kharif     ,Cotton(lint),36.0,41.0,50.0,193207.0,752371.0
1193,Kharif     ,Cowpea(Lobia),37.0,42.0,55.0,126.0,61.0
1194,Kharif     ,Dry chillies,36.0,40.0,54.0,63406.0,325717.0
1195,Kharif     ,Groundnut,34.0,45.0,52.0,510.0,955.0
1196,Kharif     ,Jowar,34.0,55.0,62.0,205.0,358.0
1197,Kharif     ,Lemon,35.0,50.0,59.0,1978.0,36743.0
1198,Kharif     ,Maize,25.0,55.0,55.0,1530.0,4850.0
1199,Kharif     ,Mango,36.0,35.0,45.0,710.0,5304.0
1200,Kharif     ,Moong(Green Gram),37.0,40.0,46.0,4273.0,1577.0
1201,Kharif     ,Onion,36.0,41.0,50.0,630.0,11864.0
1202,Kharif     ,other oilseeds,37.0,42.0,55.0,1315.0,2087.0
1203,Kharif     ,Papaya,36.0,40.0,54.0,300.0,29369.0
1204,Kharif     ,Ragi,34.0,45.0,52.0,6.0,5.0
1205,Kharif     ,Rice,34.0,55.0,62.0,280060.0,912716.0
1206,Kharif     ,Sapota,35.0,50.0,59.0,1431.0,11833.0
1207,Kharif     ,Sesamum,25.0,55.0,55.0,5672.0,4441.0
1208,Kharif     ,Small millets,36.0,35.0,45.0,4.0,5.0
1209,Kharif     ,Soyabean,37.0,40.0,46.0,433.0,697.0
1210,Kharif     ,Sugarcane,36.0,41.0,50.0,420.0,43200.0
1211,Kharif     ,Tomato,37.0,42.0,55.0,688.0,18292.0
1212,Kharif     ,Turmeric,36.0,40.0,54.0,5276.0,36858.0
1213,Kharif     ,Urad,34.0,45.0,52.0,223.0,150.0
1214,Rabi       ,Arhar/Tur,34.0,55.0,62.0,292.0,368.0
1215,Rabi       ,Brinjal,35.0,50.0,59.0,484.0,3122.0
1216,Rabi       ,Cabbage,25.0,55.0,55.0,32.0,601.0
1217,Rabi       ,Castor seed,36.0,35.0,45.0,64.0,90.0
1218,Rabi       ,Dry chillies,37.0,40.0,46.0,1407.0,6592.0
1219,Rabi       ,Gram,36.0,41.0,50.0,9507.0,21676.0
1220,Rabi       ,Groundnut,37.0,42.0,55.0,4689.0,16791.0
1221,Rabi       ,Jowar,36.0,40.0,54.0,13556.0,82027.0
1222,Rabi       ,Maize,34.0,45.0,52.0,85535.0,643394.0
1223,Rabi       ,Moong(Green Gram),34.0,55.0,62.0,25828.0,24795.0
1224,Rabi       ,Onion,35.0,50.0,59.0,19.0,352.0
1225,Rabi       ,Ragi,25.0,55.0,55.0,320.0,460.0
1226,Rabi       ,Rapeseed &Mustard,36.0,35.0,45.0,207.0,138.0
1227,Rabi       ,Rice,37.0,40.0,46.0,48107.0,183288.0
1228,Rabi       ,Sesamum,36.0,41.0,50.0,1132.0,238.0
1229,Rabi       ,Soyabean,37.0,42.0,55.0,54.0,87.0
1230,Rabi       ,Sunflower,36.0,40.0,54.0,16.0,18.0
1231,Rabi       ,Tobacco,34.0,45.0,52.0,6435.0,21523.0
1232,Rabi       ,Tomato,34.0,55.0,62.0,682.0,7710.0
1233,Rabi       ,Urad,35.0,50.0,59.0,36768.0,40077.0
1234,Whole Year ,Banana,25.0,55.0,55.0,5574.0,211734.0
1235,Whole Year ,Cashewnut,36.0,35.0,45.0,154.0,49.0
1236,Whole Year ,Castor seed,37.0,40.0,46.0,933.0,1313.0
1237,Whole Year ,Coconut ,36.0,41.0,50.0,111.0,1840000.0
1238,Kharif     ,Arhar/Tur,36.0,40.0,54.0,8861.0,13805.0
1239,Kharif     ,Bajra,34.0,45.0,52.0,689.0,758.0
1240,Kharif     ,Brinjal,34.0,55.0,62.0,448.0,10512.0
1241,Kharif     ,Cabbage,35.0,50.0,59.0,48.0,592.0
1242,Kharif     ,Cashewnut,25.0,55.0,55.0,152.0,53.0
1243,Kharif     ,Castor seed,36.0,35.0,45.0,723.0,1035.0
1244,Kharif     ,Cotton(lint),37.0,40.0,46.0,206374.0,1075856.0
1245,Kharif     ,Cowpea(Lobia),36.0,41.0,50.0,8.0,3.0
1246,Kharif     ,Dry chillies,37.0,42.0,55.0,61140.0,398021.0
1247,Kharif     ,Groundnut,36.0,40.0,54.0,804.0,1298.0
1248,Kharif     ,Jowar,34.0,45.0,52.0,32.0,48.0
1249,Kharif     ,Lemon,34.0,55.0,62.0,2147.0,37512.0
1250,Kharif     ,Maize,35.0,50.0,59.0,367.0,1215.0
1251,Kharif     ,Mango,25.0,55.0,55.0,789.0,6592.0
1252,Kharif     ,Moong(Green Gram),36.0,35.0,45.0,177.0,52.0
1253,Kharif     ,Onion,37.0,40.0,46.0,408.0,7491.0
1254,Kharif     ,other oilseeds,36.0,41.0,50.0,7.0,150.0
1255,Kharif     ,Papaya,37.0,42.0,55.0,176.0,13856.0
1256,Kharif     ,Rice,36.0,40.0,54.0,255607.0,1000190.0
1257,Kharif     ,Sapota,34.0,45.0,52.0,1386.0,10826.0
1258,Kharif     ,Sesamum,34.0,55.0,62.0,1483.0,449.0
1259,Kharif     ,Soyabean,35.0,50.0,59.0,439.0,1277.0
1260,Kharif     ,Sugarcane,25.0,55.0,55.0,470.0,46102.0
1261,Kharif     ,Tomato,36.0,35.0,45.0,462.0,6642.0
1262,Kharif     ,Turmeric,37.0,40.0,46.0,4854.0,38817.0
1263,Kharif     ,Urad,36.0,41.0,50.0,1057.0,1517.0
1264,Rabi       ,Arhar/Tur,37.0,42.0,55.0,193.0,301.0
1265,Rabi       ,Bajra,36.0,40.0,54.0,62.0,68.0
1266,Rabi       ,Brinjal,34.0,45.0,52.0,532.0,12483.0
1267,Rabi       ,Cabbage,34.0,55.0,62.0,29.0,357.0
1268,Rabi       ,Castor seed,35.0,50.0,59.0,11.0,16.0
1269,Rabi       ,Cotton(lint),25.0,55.0,55.0,22.0,115.0
1270,Rabi       ,Dry chillies,36.0,35.0,45.0,2078.0,10500.0
1271,Rabi       ,Gram,37.0,40.0,46.0,5945.0,13691.0
1272,Rabi       ,Groundnut,36.0,41.0,50.0,3839.0,19771.0
1273,Rabi       ,Jowar,37.0,42.0,55.0,21907.0,150983.0
1274,Rabi       ,Maize,36.0,40.0,54.0,63701.0,611020.0
1275,Rabi       ,Moong(Green Gram),34.0,45.0,52.0,47589.0,61199.0
1276,Rabi       ,Onion,34.0,55.0,62.0,40.0,707.0
1277,Rabi       ,Ragi,35.0,50.0,59.0,400.0,595.0
1278,Rabi       ,Rapeseed &Mustard,25.0,55.0,55.0,330.0,8.0
1279,Rabi       ,Rice,36.0,35.0,45.0,29695.0,111742.0
1280,Rabi       ,Sesamum,37.0,40.0,46.0,1380.0,261.0
1281,Rabi       ,Soyabean,36.0,41.0,50.0,4.0,12.0
1282,Rabi       ,Sunflower,37.0,42.0,55.0,86.0,83.0
1283,Rabi       ,Sweet potato,36.0,40.0,54.0,9.0,99.0
1284,Rabi       ,Tobacco,34.0,45.0,52.0,4991.0,14559.0
1285,Rabi       ,Tomato,34.0,55.0,62.0,524.0,7100.0
1286,Rabi       ,Urad,35.0,50.0,59.0,30401.0,31799.0
1287,Whole Year ,Coconut ,25.0,55.0,55.0,112.0,2428000.0
1288,Whole Year ,Rice,36.0,35.0,45.0,285302.0,1111932.0
1289,Kharif     ,Arhar/Tur,34.0,55.0,62.0,10700.0,3400.0
1290,Kharif     ,Cotton(lint),35.0,50.0,59.0,26400.0,63300.0
1291,Kharif     ,Dry chillies,25.0,55.0,55.0,5100.0,14500.0
1292,Kharif     ,Groundnut,36.0,35.0,45.0,4300.0,4800.0
1293,Kharif     ,Jowar,37.0,40.0,46.0,500.0,300.0
1294,Kharif     ,Maize,36.0,41.0,50.0,5900.0,10500.0
1295,Kharif     ,Mesta,37.0,42.0,55.0,100.0,800.0
1296,Kharif     ,Moong(Green Gram),36.0,40.0,54.0,26700.0,10200.0
1297,Kharif     ,Rice,34.0,45.0,52.0,257900.0,699400.0
1298,Kharif     ,Sesamum,34.0,55.0,62.0,300.0,100.0
1299,Kharif     ,Sugarcane,35.0,50.0,59.0,15400.0,1634000.0
1300,Kharif     ,Sunflower,25.0,55.0,55.0,2200.0,1100.0
1301,Kharif     ,Tobacco,36.0,35.0,45.0,7700.0,6900.0
1302,Kharif     ,Urad,37.0,40.0,46.0,5200.0,900.0
1303,Rabi       ,Dry chillies,36.0,41.0,50.0,1800.0,3000.0
1304,Rabi       ,Groundnut,37.0,42.0,55.0,11200.0,19900.0
1305,Rabi       ,Horse-gram,36.0,40.0,54.0,800.0,400.0
1306,Rabi       ,Jowar,34.0,45.0,52.0,2200.0,2000.0
1307,Rabi       ,Maize,34.0,55.0,62.0,2200.0,8200.0
1308,Rabi       ,Moong(Green Gram),35.0,50.0,59.0,2500.0,1600.0
1309,Rabi       ,Rice,25.0,55.0,55.0,116300.0,393500.0
1310,Rabi       ,Sesamum,36.0,35.0,45.0,2400.0,300.0
1311,Rabi       ,Urad,37.0,40.0,46.0,90600.0,55900.0
1312,Kharif     ,Arhar/Tur,36.0,41.0,50.0,8800.0,5000.0
1313,Kharif     ,Cotton(lint),37.0,42.0,55.0,41300.0,32500.0
1314,Kharif     ,Dry chillies,36.0,40.0,54.0,9500.0,34600.0
1315,Kharif     ,Groundnut,34.0,45.0,52.0,4000.0,3300.0
1316,Kharif     ,Maize,34.0,55.0,62.0,3000.0,6200.0
1317,Kharif     ,Moong(Green Gram),35.0,50.0,59.0,25000.0,15600.0
1318,Kharif     ,Rice,25.0,55.0,55.0,280800.0,759900.0
1319,Kharif     ,Sesamum,36.0,35.0,45.0,400.0,100.0
1320,Kharif     ,Sunflower,37.0,40.0,46.0,1200.0,900.0
1321,Kharif     ,Urad,36.0,41.0,50.0,2700.0,2100.0
1322,Rabi       ,Arhar/Tur,37.0,42.0,55.0,100.0,100.0
1323,Rabi       ,Dry chillies,36.0,40.0,54.0,2700.0,5700.0
1324,Rabi       ,Gram,34.0,45.0,52.0,100.0,100.0
